pid,uri,title,longitude,latitude,minimum,maximum
59659,https://pleiades.stoa.org/places/59659,Aganagara?,88.430067,23.620683,10000.0,10000.0
59662,https://pleiades.stoa.org/places/59662,Ahin Posh,70.234278,34.288484,10000.0,10000.0
59663,https://pleiades.stoa.org/places/59663,Ajabpura,73.350946,22.961523,10000.0,10000.0
59675,https://pleiades.stoa.org/places/59675,Alexandria/Rhambakia,66.45966756250053,26.130729898182246,9310.0,9310.0
59677,https://pleiades.stoa.org/places/59677,Alexandrou Limen/Portus Macedonum,67.920001,24.649668,10000.0,10000.0
59683,https://pleiades.stoa.org/places/59683,Aninacha,80.056044,27.478658,10000.0,10000.0
59688,https://pleiades.stoa.org/places/59688,Aparytai,70.13258289410906,33.88022434066773,9310.0,9310.0
59689,https://pleiades.stoa.org/places/59689,Apokopa (mountain),73.65639163185409,25.03744951964815,2000.0,9310.0
59691,https://pleiades.stoa.org/places/59691,Arabitai,68.10255477928911,25.323393242811445,9310.0,9310.0
59692,https://pleiades.stoa.org/places/59692,Arachosia,67.26989683607847,30.888258077177504,9310.0,9310.0
59695,https://pleiades.stoa.org/places/59695,Arachotos Krene,68.054,33.794,9310.0,9310.0
59700,https://pleiades.stoa.org/places/59700,Ariake/Larike,71.97578733971922,22.30414301467541,9310.0,9310.0
59702,https://pleiades.stoa.org/places/59702,Arigaion/Acadira,71.161012,34.663757,10000.0,10000.0
59705,https://pleiades.stoa.org/places/59705,Ārjunāyanas,76.39497942924939,27.6075119353747,9310.0,9310.0
59707,https://pleiades.stoa.org/places/59707,Arsagalitae,73.35817820493334,33.86390698822857,9310.0,9310.0
59710,https://pleiades.stoa.org/places/59710,Ascatancas (mountain),70.97797249913452,41.15942110250566,9310.0,9310.0
59711,https://pleiades.stoa.org/places/59711,Asigramma,72.602753,34.028693,10000.0,10000.0
59713,https://pleiades.stoa.org/places/59713,Aspasioi,70.5114575803496,34.55028242754162,9310.0,9310.0
59714,https://pleiades.stoa.org/places/59714,Assakanoi,71.47516049052555,34.860703395611125,9310.0,9310.0
59716,https://pleiades.stoa.org/places/59716,Astakenoi/Sattagydai,70.24093132934284,35.191447578962276,9310.0,9310.0
59719,https://pleiades.stoa.org/places/59719,Astomi,80.44915267747022,30.746069477488664,9310.0,9310.0
59720,https://pleiades.stoa.org/places/59720,Astrybai,74.12951864455823,31.09309337437042,9310.0,9310.0
59721,https://pleiades.stoa.org/places/59721,Attakenoi,74.07626418007459,30.624399132691057,9310.0,9310.0
59722,https://pleiades.stoa.org/places/59722,Automula,71.834758,21.770393,10000.0,10000.0
